price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,effective_year
975000,5,4.5,4300,12250,2.0,0,0,3,10,4300,0,98029,47.5557,-122.027,3950,12250,2014,7,2004
480000,4,2.5,2480,5100,2.0,0,0,3,8,2480,0,98019,47.7383,-121.969,2270,5115,2015,1,2007
190000,3,1.75,1100,9452,1.0,0,0,3,6,1100,0,98146,47.4864,-122.337,1350,9452,2014,11,1942
293000,2,2.25,1610,1968,2.0,0,0,4,7,1610,0,98056,47.5184,-122.196,1950,1968,2015,3,1979
315000,3,1.0,960,6634,1.0,0,0,3,6,960,0,98125,47.7264,-122.31,1570,7203,2014,6,1952
261500,3,2.5,1740,6992,2.0,0,0,3,7,1740,0,98042,47.3574,-122.158,1260,6825,2014,7,1990
470000,5,2.5,2210,9655,1.0,0,0,3,8,1460,750,98011,47.7698,-122.222,2080,8633,2014,5,1976
300000,6,5.25,2860,5682,2.0,0,0,3,7,2860,0,98002,47.303,-122.221,1390,5956,2014,5,1978
411000,2,2.5,1590,2088,2.0,0,0,3,9,1590,0,98033,47.6897,-122.175,2320,3174,2014,7,1997
715000,4,2.5,2780,13521,2.0,0,0,3,10,2780,0,98074,47.6374,-122.042,2980,11454,2014,8,1987
330000,3,1.0,1070,10563,1.0,0,0,3,7,1070,0,98072,47.7687,-122.166,1840,9638,2014,11,1969
407193,4,2.0,1880,14653,2.0,0,0,3,8,1880,0,98014,47.6959,-121.921,1750,14858,2014,6,1978
247500,3,2.0,1530,8749,1.0,0,0,3,7,1530,0,98023,47.2974,-122.372,1750,8749,2014,10,1995
405000,3,2.5,2460,12600,1.0,0,0,4,8,1810,650,98059,47.473,-122.118,1820,11180,2015,3,1970
740000,3,1.5,1830,4000,1.0,0,0,4,7,1350,480,98119,47.6453,-122.371,1570,3672,2014,7,1910
565000,4,1.75,2030,7350,1.0,0,0,3,8,2030,0,98008,47.6274,-122.094,2000,7998,2015,3,1966
989900,5,2.25,3320,11350,1.0,0,0,5,8,1660,1660,98040,47.5749,-122.213,3320,11085,2014,12,1963
450000,4,2.5,2820,15233,1.0,0,2,4,9,1820,1000,98003,47.3426,-122.321,2560,11998,2014,12,1972
160000,3,1.0,860,11900,1.0,0,0,4,6,860,0,98030,47.3574,-122.186,1660,10248,2014,5,1963
425000,2,1.0,1040,4040,1.0,0,0,3,7,940,100,98117,47.6829,-122.393,1420,4040,2014,12,1928
259950,3,1.5,1350,7827,1.0,0,0,4,7,1350,0,98030,47.3786,-122.219,1900,7827,2014,8,1968
633000,4,2.5,2360,10000,1.0,0,3,3,8,1980,380,98126,47.573,-122.374,2480,5000,2014,7,1977
1650000,4,3.25,3910,7500,2.0,0,0,3,10,3910,0,98033,47.6527,-122.198,2600,9235,2015,1,2006
750000,3,1.75,2280,7800,1.0,0,3,4,8,1360,920,98117,47.6985,-122.387,2280,5200,2014,8,1941
261490,4,1.0,1640,8467,1.0,0,2,4,6,1220,420,98056,47.4894,-122.188,1060,7396,2014,9,1943
250000,2,1.0,860,4320,1.0,0,0,3,7,860,0,98108,47.5263,-122.325,980,6000,2015,4,1925
345000,3,1.75,1520,7439,1.0,0,0,4,7,1520,0,98055,47.457,-122.208,1650,7500,2015,3,1969
679000,4,3.5,3420,49223,2.0,0,0,3,9,3420,0,98010,47.3534,-121.992,3580,49223,2014,9,2004
315000,4,2.5,2040,6300,2.0,0,0,3,8,2040,0,98031,47.3918,-122.185,2260,5877,2014,10,2003
399000,3,3.0,1520,1884,3.0,0,0,3,8,1520,0,98125,47.7176,-122.284,1360,1939,2014,8,2009
750000,4,2.25,2820,9602,1.0,0,1,3,8,1950,870,98008,47.5881,-122.113,2890,9602,2015,2,1974
308130,4,2.5,2300,7500,1.0,0,3,2,7,1650,650,98198,47.4125,-122.33,2300,7500,2014,10,1959
529219,4,2.25,1990,7610,1.0,0,0,4,8,1290,700,98008,47.6236,-122.103,1820,8198,2014,10,1966
920000,3,3.25,3660,66211,2.0,0,0,3,10,3660,0,98038,47.4087,-122.062,3660,107153,2014,7,2003
461000,4,1.0,1260,8505,1.5,0,0,5,7,1260,0,98177,47.7181,-122.371,1480,8100,2014,7,1951
540000,3,1.0,1050,4160,1.0,0,0,4,7,1050,0,98115,47.6756,-122.3,1580,3680,2014,6,1925
700000,4,1.75,1950,7139,1.0,1,4,3,7,1150,800,98178,47.5121,-122.248,1600,13122,2014,12,1957
716000,3,2.5,2270,7866,1.0,0,0,4,10,2270,0,98029,47.5622,-122.022,2580,8132,2014,7,1988
495000,4,2.5,4060,8547,2.0,0,0,3,9,2790,1270,98038,47.3694,-122.056,2810,8313,2014,10,2007
420000,3,1.5,1130,5413,1.0,0,0,3,7,940,190,98125,47.7021,-122.32,1400,7168,2014,10,1946
362000,4,2.5,2360,7370,1.0,0,0,3,7,1460,900,98125,47.7201,-122.308,1590,9906,2015,4,1985
517500,3,2.5,1800,3933,2.0,0,0,3,8,1800,0,98029,47.5746,-122.009,1800,4659,2015,5,1989
815000,4,1.5,2060,16110,1.0,0,0,4,8,2060,0,98004,47.5983,-122.202,2060,16110,2014,7,1949
250000,3,2.5,1730,7200,2.0,0,0,4,7,1730,0,98031,47.4029,-122.196,1770,7396,2015,5,1985
359782,3,2.5,1850,3400,2.0,0,0,3,7,1850,0,98053,47.6871,-122.014,1850,3400,2014,12,2010
372500,3,1.75,1550,12956,1.0,0,0,3,7,1210,340,98045,47.4711,-121.752,1630,15360,2014,10,1988
715000,3,1.0,1610,7680,1.0,0,0,3,6,900,710,98122,47.6038,-122.303,1940,2880,2014,8,1956
428000,2,2.5,1414,1960,2.0,0,0,3,8,1414,0,98006,47.5423,-122.189,1414,2511,2015,3,1986
245000,4,1.75,2020,8800,1.0,0,0,4,8,2020,0,98023,47.3202,-122.384,2320,8000,2014,12,1969
499000,3,3.5,1690,1432,2.0,0,0,3,7,1360,330,98199,47.6513,-122.4,1650,2788,2014,6,2008
1020000,4,3.0,2720,4800,1.5,0,0,5,8,1790,930,98105,47.6595,-122.283,2260,4800,2014,10,1928
565000,5,1.5,1940,3430,1.5,0,0,4,6,1220,720,98117,47.6853,-122.362,1830,4120,2015,4,1926
453000,3,2.5,1510,1618,2.5,0,0,3,8,1330,180,98199,47.6515,-122.384,1350,1397,2014,8,2011
275000,3,1.0,1190,27215,1.0,0,0,5,7,1190,0,98059,47.4978,-122.115,1450,56628,2014,9,1989
638000,4,1.75,1470,4236,1.5,0,0,4,7,1470,0,98107,47.6692,-122.399,1480,5400,2015,4,1946
147400,3,2.0,1080,9225,1.0,0,0,2,7,1080,0,98146,47.4842,-122.346,1410,9840,2014,9,1955
695000,3,2.5,4560,17622,2.0,0,0,4,9,3800,760,98074,47.621,-122.03,2360,15000,2014,5,1986
235000,2,1.0,880,5600,1.0,0,0,5,7,880,0,98178,47.5071,-122.265,1240,7015,2014,8,1955
659950,4,2.75,3510,9400,2.0,0,0,3,9,3510,0,98059,47.4827,-122.131,3550,9429,2014,7,2014
436000,3,2.25,2120,6710,1.0,0,0,5,7,1420,700,98155,47.7461,-122.324,1880,6960,2014,10,1959
350000,3,1.75,1380,4590,1.0,0,0,2,7,930,450,98115,47.6841,-122.293,1320,4692,2014,11,1950
690000,4,3.25,3730,11820,2.0,0,0,3,10,2460,1270,98029,47.5775,-122.019,3680,10667,2014,7,1990
655000,4,2.5,2570,4412,2.0,0,0,3,9,2570,0,98034,47.7076,-122.232,2460,5470,2014,10,2001
2300000,4,2.5,3370,8402,1.0,0,0,5,10,2240,1130,98112,47.6349,-122.29,3190,8700,2015,1,1962
685000,3,2.5,2320,219978,2.0,0,0,4,8,2320,0,98053,47.6847,-122.064,2340,88862,2014,10,1993
1240000,4,3.0,3330,6990,1.5,0,3,5,9,2330,1000,98144,47.5886,-122.287,2620,5310,2014,9,1928
358000,3,2.5,1400,1529,2.0,0,0,3,7,1400,0,98029,47.5535,-121.997,1440,1536,2014,9,2005
280927,4,2.25,2070,7350,2.0,0,0,4,8,2070,0,98032,47.3615,-122.274,2080,7210,2014,6,1977
189000,3,2.0,1460,11481,1.0,0,0,2,7,1170,290,98045,47.4493,-121.777,1540,9680,2014,12,1995
1712750,5,2.5,2660,6572,1.0,0,0,5,9,1960,700,98039,47.6176,-122.223,3960,14595,2015,3,1959
540000,3,2.0,1470,1691,2.0,0,0,3,8,1000,470,98115,47.6743,-122.316,1660,4000,2014,5,2007
399888,4,2.25,1820,8255,1.5,0,0,4,7,1320,500,98133,47.723,-122.337,1550,7628,2014,6,1930
510000,4,2.5,1620,8125,2.0,0,0,4,7,1620,0,98074,47.6255,-122.059,1480,8120,2015,3,1983
455000,3,1.5,1250,8004,1.0,0,0,3,7,1250,0,98008,47.6285,-122.117,1450,7931,2015,2,1965
870000,4,1.75,2370,5000,1.5,0,2,3,8,1770,600,98103,47.6779,-122.357,2100,4550,2015,5,1919
544000,3,1.5,1790,8203,1.5,0,1,3,7,1790,0,98116,47.5768,-122.403,1960,6047,2014,6,1910
240000,3,1.5,1290,8366,1.0,0,0,3,7,1020,270,98168,47.4853,-122.318,1770,8400,2014,10,1957
538000,3,1.0,1460,7200,1.0,0,0,3,7,1260,200,98103,47.6875,-122.336,1430,4650,2014,6,1906
375000,5,2.5,2100,14858,1.0,0,0,5,8,2100,0,98059,47.4721,-122.123,1980,11730,2015,1,1970
1045000,4,3.0,2790,3600,2.0,0,0,3,8,1880,910,98119,47.6362,-122.363,1360,3600,2014,12,2013
150550,4,1.0,1470,6061,1.5,0,0,3,7,1470,0,98168,47.4819,-122.289,1230,6175,2014,8,1945
716125,3,2.25,2110,7279,1.0,0,0,4,9,2110,0,98033,47.6669,-122.17,2130,7279,2014,8,1984
226000,2,1.0,1510,19874,1.0,0,0,3,7,1510,0,98146,47.4924,-122.34,1540,10000,2015,3,1951
505000,4,2.5,2780,6369,1.0,0,0,3,8,1590,1190,98034,47.7284,-122.216,2170,7490,2014,5,1978
392000,2,1.5,940,5000,1.0,0,0,4,7,810,130,98126,47.5375,-122.374,940,5026,2014,8,1925
525000,4,2.5,2450,5280,2.0,0,0,3,8,2450,0,98011,47.7734,-122.224,2300,4674,2014,9,2003
565000,3,2.0,2730,15677,2.5,0,3,3,9,2730,0,98166,47.4612,-122.365,2040,12209,2014,8,1976
265000,3,1.75,2050,10519,1.0,0,0,3,7,1240,810,98058,47.4257,-122.146,1770,9605,2014,8,1979
147500,3,1.5,1230,10125,1.0,0,0,3,7,1230,0,98198,47.397,-122.299,1970,10125,2015,1,1960
978000,4,2.75,2620,13777,1.5,0,2,4,9,1720,900,98144,47.58,-122.285,3530,9287,2014,5,1926
525000,4,3.0,2650,4924,2.0,0,0,3,8,2650,0,98028,47.7734,-122.238,2380,4733,2015,1,2011
1537000,5,3.75,4470,8088,2.0,0,0,3,11,4470,0,98004,47.6321,-122.2,2780,8964,2014,10,2008
675500,4,2.75,2060,21344,1.0,0,0,2,8,1460,600,98005,47.5934,-122.154,2060,16088,2015,3,1978
612000,3,2.5,2180,5496,2.0,0,0,3,8,2180,0,98029,47.5723,-122.007,2120,5496,2015,4,1994
955500,4,1.75,2130,5080,1.5,0,0,3,8,2130,0,98119,47.6427,-122.363,1900,5080,2014,7,1993
334000,4,1.5,1680,7620,1.0,0,0,4,7,1180,500,98166,47.4578,-122.351,1460,7620,2015,5,1965
454000,4,2.25,2630,39000,2.0,0,0,3,9,2630,0,98042,47.4089,-122.149,2270,66647,2014,6,1979
310000,3,1.75,2130,7140,1.0,0,0,3,8,1580,550,98023,47.3074,-122.341,2180,7906,2015,4,1979
720000,2,1.75,1570,1108,3.0,0,0,3,9,1570,0,98004,47.6215,-122.2,1940,1160,2015,5,2007
1580000,3,3.25,3690,7200,2.0,0,0,3,11,3690,0,98033,47.6815,-122.2,1880,7200,2014,5,2007
1485000,4,3.75,4030,10800,2.0,0,0,3,10,4030,0,98033,47.6821,-122.196,2160,7200,2014,6,2006
2500000,4,3.25,3960,16224,2.0,0,2,3,12,3100,860,98105,47.6701,-122.259,3960,15050,2015,5,1938
450000,3,1.75,2290,44866,1.0,0,0,3,8,1390,900,98077,47.7398,-122.041,2410,44866,2014,10,1981
247200,3,1.0,1590,11200,1.0,0,0,4,7,1590,0,98092,47.2894,-122.188,1560,9750,2014,7,1961
345000,2,1.0,1080,4000,1.0,0,0,3,7,1080,0,98117,47.6902,-122.387,1530,4240,2014,5,1940
313200,3,2.5,1950,4197,2.0,0,0,3,7,1950,0,98042,47.3613,-122.081,2300,4178,2015,2,2013
1770000,3,2.5,2580,14603,1.0,0,2,4,9,2580,0,98004,47.6199,-122.212,2410,14347,2015,3,1951
689900,4,3.25,2740,7266,2.0,0,0,3,9,2060,680,98027,47.5346,-122.066,3030,6546,2014,5,2003
390000,3,1.75,2200,8036,1.0,0,0,3,7,1270,930,98011,47.7763,-122.209,1850,7563,2014,11,1978
350000,3,1.75,1680,250470,1.0,0,0,4,7,1070,610,98019,47.7624,-121.93,1680,360000,2014,5,1940
669000,4,2.75,2700,35362,2.0,0,0,5,8,2700,0,98077,47.7628,-122.094,2810,35915,2014,6,1976
425000,3,1.0,1180,7200,1.5,0,0,4,7,1180,0,98133,47.7121,-122.333,2240,7875,2014,10,1949
423000,4,1.75,1700,9000,1.0,0,0,3,7,1700,0,98034,47.7308,-122.18,1930,7818,2014,8,1967
795000,5,3.5,3330,3705,2.0,0,0,3,9,2610,720,98006,47.5567,-122.124,2810,3971,2014,11,2008
360000,6,2.0,2210,9870,2.0,0,0,4,7,2210,0,98059,47.4751,-122.145,1390,9912,2015,3,1995
739900,5,2.5,3290,5029,2.0,0,0,3,8,3290,0,98075,47.5773,-122.056,2990,6441,2014,7,2004
515000,5,2.75,2980,4502,2.0,0,0,3,9,2980,0,98028,47.7698,-122.235,2850,4501,2014,12,2007
340000,3,2.0,1420,6060,1.0,0,0,5,7,830,590,98146,47.5102,-122.372,1420,6360,2014,10,1942
1175000,4,2.5,4700,49658,2.0,0,0,3,10,4700,0,98075,47.5878,-122.022,2870,49658,2015,1,1999
417000,3,1.5,1340,10224,1.0,0,0,4,7,1340,0,98006,47.5752,-122.157,1340,10440,2014,5,1956
660000,4,2.5,2550,10000,1.0,0,0,3,8,1290,1260,98007,47.6208,-122.141,2270,8640,2014,5,1964
744000,3,2.5,2670,12187,2.0,0,0,3,8,2670,0,98052,47.6677,-122.15,2400,8999,2014,6,1986
485000,5,1.75,2140,43124,1.0,0,2,4,7,1220,920,98027,47.5516,-122.085,2520,14677,2014,7,1962
870000,4,2.0,3090,41147,1.0,0,0,3,7,3090,0,98052,47.6748,-122.049,3300,34280,2014,9,1990
423000,4,1.75,1940,6909,1.0,0,0,4,7,970,970,98133,47.7108,-122.352,1460,6906,2014,5,1941
288349,3,1.0,1250,18616,1.0,0,0,4,6,1250,0,98010,47.3414,-122.047,1920,15654,2015,4,1972
530000,3,2.25,2160,8114,1.0,0,0,3,8,1460,700,98133,47.7176,-122.35,2160,8000,2014,10,1960
561000,5,2.75,3370,10315,2.0,0,0,3,9,3370,0,98059,47.4893,-122.146,3010,8296,2014,9,2006
650000,3,2.5,2380,3332,2.0,0,0,3,9,2380,0,98034,47.7194,-122.199,2590,4382,2015,3,2014
465000,3,2.0,1560,8640,1.0,0,0,5,7,1560,0,98034,47.7294,-122.186,1970,8625,2014,5,1967
708000,5,2.0,3180,10800,1.0,0,0,3,8,1910,1270,98052,47.6354,-122.103,2440,9750,2014,8,1968
641000,3,1.75,1480,9603,1.0,0,0,3,7,1480,0,98004,47.5915,-122.202,2660,10766,2015,2,1952
568000,3,1.75,1760,235224,1.0,0,0,3,7,1760,0,98053,47.6735,-122.041,2320,87120,2015,5,1973
824000,2,1.0,1210,8400,1.0,0,0,3,8,780,430,98199,47.6503,-122.393,1860,6000,2014,11,2000
278100,4,1.75,2120,8520,1.0,0,0,3,7,1600,520,98023,47.302,-122.373,2160,8400,2015,3,1978
334000,4,2.5,2210,6080,1.0,0,2,4,8,1410,800,98178,47.4915,-122.228,2210,6175,2014,5,1965
405000,6,2.0,2800,29985,1.0,0,0,5,7,1400,1400,98058,47.4398,-122.08,1980,29985,2014,12,1954
428000,3,2.5,2340,3466,2.0,0,0,3,7,2340,0,98065,47.5322,-121.851,1970,3739,2014,10,2004
299000,3,2.5,2450,7062,2.0,0,0,3,8,2450,0,98023,47.3061,-122.36,1960,7200,2014,12,1993
672000,4,2.5,2440,10049,2.0,0,0,4,9,2440,0,98029,47.5744,-121.993,2820,8484,2014,7,1989
390000,3,2.25,1640,2875,2.0,0,0,3,6,1240,400,98118,47.5686,-122.286,1500,3960,2014,7,1983
373000,3,2.5,2990,6771,1.0,0,0,3,7,1550,1440,98106,47.5237,-122.353,1800,6771,2014,11,2003
321500,4,2.5,2620,5457,2.0,0,0,3,8,2620,0,98001,47.3148,-122.27,2740,5816,2014,10,2003
715000,4,1.0,1710,6050,1.5,0,0,3,7,1410,300,98118,47.5569,-122.288,1560,4950,2015,5,1913
503000,3,2.75,1540,6760,1.0,0,0,5,7,1210,330,98034,47.7163,-122.212,1540,7416,2014,5,1980
998000,5,3.5,3760,10207,2.0,0,0,3,10,3150,610,98040,47.5605,-122.225,3550,12118,2015,2,1969
387000,3,1.5,1340,6500,1.0,0,0,3,7,1340,0,98034,47.7168,-122.192,1620,7107,2014,10,1972
357500,3,3.5,2080,5100,2.0,0,0,3,8,2080,0,98038,47.35,-122.005,2080,5100,2014,7,2004
323000,3,1.75,1830,12500,1.0,0,1,3,7,1200,630,98178,47.5087,-122.25,1830,7300,2014,7,1947
427005,3,3.0,1460,1200,3.0,0,0,3,8,1460,0,98117,47.7,-122.367,1460,1245,2015,3,2006
450000,3,1.0,2020,8100,1.0,0,0,3,7,1170,850,98125,47.7136,-122.288,1480,7620,2014,11,1956
550000,3,2.25,1880,11556,2.0,0,0,3,8,1880,0,98074,47.6283,-122.032,1880,12000,2015,4,1987
727000,3,2.25,2180,4200,1.5,0,0,5,8,1520,660,98112,47.6412,-122.302,1850,4200,2014,9,1939
1430000,4,2.5,3380,27589,2.0,0,0,3,10,3380,0,98004,47.6292,-122.225,3390,20075,2014,9,1966
501000,2,1.75,1810,7523,1.0,0,0,3,8,1170,640,98027,47.5695,-122.087,2090,7523,2014,12,1980
415000,4,2.5,2170,8518,1.0,0,3,3,7,1350,820,98178,47.5073,-122.234,1880,7680,2014,6,1955
431000,3,2.5,1710,12677,2.0,0,0,3,8,1710,0,98028,47.75,-122.234,1610,12160,2014,7,1996
437500,2,1.0,990,3120,1.0,0,2,5,7,790,200,98103,47.68,-122.353,1930,3120,2014,12,1907
489000,2,2.25,1290,1334,3.0,0,0,3,8,1290,0,98107,47.6719,-122.382,1350,1334,2015,1,2007
870000,4,3.5,2780,3100,2.0,0,0,3,8,2120,660,98117,47.6886,-122.364,1740,3600,2015,4,2014
515000,3,2.5,2360,11254,1.0,0,2,3,9,2360,0,98003,47.3356,-122.333,2390,11254,2014,7,1990
495000,5,2.75,2630,10165,1.0,0,0,4,8,1690,940,98027,47.5196,-122.049,2440,10165,2014,8,1976
580000,3,2.5,2150,4604,2.0,0,0,3,8,2150,0,98075,47.5893,-122.019,2280,4253,2014,8,2003
1249000,4,3.5,3190,6000,1.5,0,3,4,9,2410,780,98144,47.5846,-122.29,2840,4000,2015,4,1912
712500,3,1.75,1770,2800,1.5,0,0,3,7,1770,0,98103,47.6631,-122.357,1630,3254,2015,4,1914
325000,3,1.75,2920,10573,1.0,0,0,4,7,2920,0,98055,47.4429,-122.195,1560,10572,2015,4,1964
710000,4,2.5,3220,18618,2.0,0,1,3,10,3220,0,98056,47.5326,-122.181,2650,11896,2015,2,1991
419000,3,1.5,1570,6700,1.0,0,0,4,7,1570,0,98007,47.6022,-122.134,1570,7300,2014,5,1956
217500,3,1.0,1040,9750,1.0,0,0,3,7,1040,0,98188,47.4553,-122.274,1510,11100,2015,3,1959
235750,2,1.0,740,11250,1.0,0,0,2,6,740,0,98146,47.5036,-122.362,1390,11250,2014,5,1938
499900,3,2.5,2100,5112,2.0,0,0,3,8,2100,0,98065,47.5338,-121.867,2100,4370,2015,3,1999
762000,4,3.5,4000,15253,2.0,0,0,3,9,4000,0,98065,47.5433,-121.887,3550,8747,2014,6,2007
575000,3,2.5,1870,3485,2.0,0,0,3,8,1870,0,98029,47.5493,-122.004,1940,3485,2014,11,2001
490000,3,1.0,1180,2250,1.5,0,0,3,7,1180,0,98117,47.6779,-122.377,1320,5100,2015,3,1902
423000,3,1.0,1830,13900,1.0,0,0,3,7,1830,0,98133,47.7654,-122.352,1840,10667,2014,10,1951
600000,4,1.75,1810,7700,1.0,0,0,5,8,1390,420,98033,47.6976,-122.169,2080,7700,2014,8,1977
502000,3,2.75,2010,11200,1.0,0,0,3,8,1360,650,98028,47.7728,-122.253,2200,10640,2015,4,1979
555000,3,3.5,2100,2479,2.0,0,0,3,9,1450,650,98118,47.562,-122.292,1800,2457,2014,9,2011
260000,4,2.5,1960,5238,2.0,0,0,3,7,1960,0,98038,47.3483,-122.052,1800,5894,2014,10,2003
272000,4,2.25,1880,6160,2.0,0,0,3,7,1880,0,98023,47.3214,-122.347,1580,6405,2014,11,1993
595000,3,2.5,2250,8300,2.0,0,0,3,8,2250,0,98125,47.7174,-122.308,1790,7626,2015,2,2003
335000,5,3.0,2660,7700,1.5,0,0,4,7,1670,990,98058,47.46,-122.174,1610,7700,2015,4,1962
575000,3,2.25,1700,3333,1.5,0,0,3,7,1100,600,98117,47.6784,-122.361,1700,3750,2014,6,1924
1620000,4,3.0,3900,9750,1.0,0,4,5,10,2520,1380,98006,47.5605,-122.158,3410,9450,2014,6,1972
160000,3,1.0,1200,8360,1.0,0,0,2,6,1200,0,98118,47.5414,-122.281,1570,6823,2014,12,1948
529000,3,1.0,1590,6420,1.0,0,0,3,7,1590,0,98136,47.5355,-122.392,1780,5900,2014,5,1944
510000,4,1.5,1320,14250,1.0,0,0,4,7,1320,0,98033,47.7016,-122.199,1720,14250,2014,6,1954
390000,3,1.75,1260,6500,1.0,0,0,4,7,1260,0,98008,47.6224,-122.116,1500,7700,2014,5,1966
435000,2,1.0,990,5643,1.0,0,0,3,7,870,120,98115,47.6802,-122.298,1280,5700,2015,2,1947
169000,3,1.0,910,7686,1.0,0,0,3,7,910,0,98001,47.3405,-122.288,1020,7686,2014,9,1969
430000,3,2.25,2020,2750,2.0,0,0,3,8,1680,340,98108,47.5633,-122.297,1720,1546,2014,11,2008
263000,4,2.75,1830,7315,1.0,0,0,5,7,1250,580,98023,47.2989,-122.38,1730,7208,2014,10,1979
475000,4,1.75,1910,8775,1.0,0,0,3,7,1210,700,98028,47.7396,-122.247,2210,8778,2015,1,1956
446000,5,2.75,2190,12687,1.0,0,0,5,7,1370,820,98028,47.7762,-122.257,2280,10784,2014,5,1978
462500,4,1.0,1540,4500,1.5,0,0,2,7,1540,0,98116,47.587,-122.384,1920,6000,2014,9,1905
430000,3,2.75,2600,12860,1.0,0,0,3,7,1350,1250,98014,47.695,-121.918,2260,12954,2014,9,1965
570000,6,2.5,3370,15625,1.0,0,0,3,8,1770,1600,98166,47.4223,-122.343,2790,15681,2014,12,1964
425000,5,2.5,2180,7875,1.0,0,0,4,7,1200,980,98133,47.7543,-122.341,1840,5105,2014,11,1955
435000,6,2.5,2270,11970,1.0,0,0,3,7,1470,800,98011,47.7722,-122.204,2270,10640,2015,1,1964
215000,2,1.0,710,7200,1.0,0,0,3,6,710,0,98178,47.4903,-122.245,960,7200,2014,6,1943
580000,3,2.5,1620,1171,3.0,0,4,3,8,1470,150,98103,47.6681,-122.355,1620,1505,2014,9,2008
1300000,5,1.0,1670,6400,1.5,0,0,3,8,1670,0,98119,47.6542,-122.373,1910,2983,2014,7,1919
565000,4,2.5,2240,14667,2.0,0,0,4,9,2240,0,98059,47.5276,-122.161,2410,11243,2014,5,1989
355000,3,1.75,2370,9750,1.0,0,0,4,7,1280,1090,98045,47.4459,-121.773,1230,9775,2014,12,1979
744000,3,2.5,2020,7512,2.0,0,0,4,8,2020,0,98033,47.6927,-122.206,2410,8500,2014,10,1981
650000,2,1.0,1030,5750,1.0,0,0,5,8,1030,0,98116,47.5861,-122.391,1570,5750,2014,6,1928
468000,4,2.5,2150,8165,1.0,0,0,3,8,1430,720,98177,47.773,-122.371,2360,7980,2015,2,1957
370000,5,3.0,2220,5185,2.0,0,3,3,7,2220,0,98118,47.543,-122.29,2340,6316,2015,4,2003
440000,3,1.5,1270,1413,3.0,0,0,3,8,1270,0,98115,47.6989,-122.317,1270,1413,2014,7,2007
445000,4,2.75,2320,12368,1.0,0,0,3,8,1670,650,98133,47.7373,-122.35,2070,9575,2015,1,1968
525000,2,1.0,1080,3500,1.0,0,3,3,7,1080,0,98103,47.6667,-122.356,1790,4000,2014,6,1924
522250,4,2.5,2340,41600,1.0,0,0,3,8,1640,700,98077,47.7466,-122.077,2340,34960,2014,7,1977
801501,4,2.25,2250,13500,2.0,0,0,4,9,2250,0,98007,47.621,-122.151,2730,13500,2015,3,1980
749000,4,1.5,2130,5000,2.0,0,0,4,8,2130,0,98144,47.5828,-122.291,2560,5000,2014,7,1920
390000,3,1.75,1180,16552,1.0,0,0,4,7,1180,0,98072,47.7426,-122.116,2780,45302,2014,7,1967
933000,3,1.5,1870,3300,2.0,0,2,3,7,1870,0,98102,47.6221,-122.325,1820,2460,2014,11,1906
499000,4,3.75,2560,5250,2.0,0,0,3,7,1900,660,98133,47.7326,-122.342,1400,5250,2015,4,2006
659000,3,2.5,3090,384634,2.0,0,0,3,8,3090,0,98019,47.7072,-121.927,2200,292645,2014,11,2007
303000,4,2.25,2560,8927,1.0,0,0,3,7,1790,770,98001,47.34,-122.271,1920,9669,2014,7,1976
473000,3,1.0,1280,10000,1.0,0,0,4,7,1280,0,98006,47.5716,-122.139,1240,10000,2014,10,1954
645000,3,2.5,1900,1258,2.5,0,0,3,7,1700,200,98119,47.6465,-122.358,1780,1877,2015,3,2007
199500,3,1.0,920,9812,1.0,0,0,4,7,920,0,98001,47.2958,-122.284,1188,9812,2014,6,1962
450000,3,2.5,2880,426452,2.0,0,3,3,7,2880,0,98092,47.2485,-122.101,1460,320890,2015,5,1979
342000,3,3.0,1260,1251,2.0,0,0,3,7,1040,220,98144,47.5943,-122.296,1780,7715,2014,9,2003
415000,6,1.0,1370,5080,1.5,0,0,3,6,1120,250,98106,47.5238,-122.35,1020,5080,2015,1,1931
690000,4,2.0,2230,5000,1.5,0,0,4,7,1510,720,98144,47.5772,-122.292,2140,5000,2014,11,1922
230000,2,1.0,770,6450,1.0,0,0,4,6,770,0,98106,47.531,-122.358,780,6063,2014,10,1948
428750,3,1.0,1620,30736,1.5,0,0,4,7,1620,0,98006,47.5719,-122.119,2440,28826,2014,5,1977
685000,2,1.5,1090,4013,1.5,0,0,3,7,1090,0,98103,47.6652,-122.338,1390,4013,2015,5,1900
410000,3,2.0,1740,9300,1.0,0,0,4,7,1740,0,98166,47.4526,-122.357,1540,9638,2014,8,1952
290000,3,2.0,1810,11456,1.0,0,0,3,7,1810,0,98045,47.4648,-121.756,1360,12931,2015,1,1970
887000,3,2.0,3000,22040,2.0,0,2,4,8,2470,530,98177,47.7745,-122.368,2600,7947,2015,4,1942
919950,5,2.75,3170,7062,2.0,0,0,3,9,3170,0,98074,47.5937,-122.061,3210,6891,2014,9,2014
385000,3,2.25,1650,7800,1.0,0,0,3,7,1260,390,98011,47.7377,-122.197,1760,8268,2014,8,1969
1025000,3,1.75,2640,8000,1.0,0,3,4,9,1320,1320,98040,47.5826,-122.246,2740,6000,2014,6,1960
1284000,5,4.25,5040,9466,2.0,0,0,3,11,5040,0,98059,47.5282,-122.133,4300,9417,2015,2,2004
